Enter the population of the system:- Enter the total time of simulation:- Enter the distance matrix:-
1
2
3
4
5
6
Enter buffer size of each node:- 
1 = 2 = 3 = 4 = 5 = 6 = Enter number of source nodes:- Source: 1 Destination: 4
Source: 2 Destination: 0
Action	time	pktId	Src	Des	Cur	NH	State
-	0.65	65	2	0	2	1	S
+	0.655	65	1	4	2	4	S
+	0.655	65	2	0	1	3	S
-	0.655	65	2	0	1	3	S
-	0.655	65	1	4	2	4	S
-	0.655	0	2	0	3	0	S
+	0.66	0	2	0	3	0	S
r	0.66	0	1	4	4	4	S
r	0.66	0	2	0	0	0	S
a	0.66	66	1	4	1	2	S
-	0.66	66	1	4	1	2	S
a	0.66	66	2	0	2	1	S
-	0.66	66	2	0	2	1	S
+	0.665	66	1	4	2	4	S
+	0.665	66	2	0	1	3	S
-	0.665	66	2	0	1	3	S
-	0.665	66	1	4	2	4	S
-	0.665	0	2	0	3	0	S
+	0.67	0	2	0	3	0	S
r	0.67	0	1	4	4	4	S
r	0.67	0	2	0	0	0	S
a	0.67	67	1	4	1	2	S
-	0.67	67	1	4	1	2	S
a	0.67	67	2	0	2	1	S
-	0.67	67	2	0	2	1	S
+	0.675	67	1	4	2	4	S
+	0.675	67	2	0	1	3	S
-	0.675	67	2	0	1	3	S
-	0.675	67	1	4	2	4	S
-	0.675	0	2	0	3	0	S
+	0.68	0	2	0	3	0	S
r	0.68	0	1	4	4	4	S
r	0.68	0	2	0	0	0	S
a	0.68	68	1	4	1	2	S
-	0.68	68	1	4	1	2	S
a	0.68	68	2	0	2	1	S
-	0.68	68	2	0	2	1	S
+	0.685	68	1	4	2	4	S
+	0.685	68	2	0	1	3	S
-	0.685	68	2	0	1	3	S
-	0.685	68	1	4	2	4	S
-	0.685	0	2	0	3	0	S
+	0.69	0	2	0	3	0	S
r	0.69	0	1	4	4	4	S
r	0.69	0	2	0	0	0	S
a	0.69	69	1	4	1	2	S
-	0.69	69	1	4	1	2	S
a	0.69	69	2	0	2	1	S
-	0.69	69	2	0	2	1	S
+	0.695	69	1	4	2	4	S
+	0.695	69	2	0	1	3	S
-	0.695	69	2	0	1	3	S
-	0.695	69	1	4	2	4	S
-	0.695	0	2	0	3	0	S
+	0.7	0	2	0	3	0	S
r	0.7	0	1	4	4	4	S
r	0.7	0	2	0	0	0	S
a	0.7	70	1	4	1	2	S
-	0.7	70	1	4	1	2	S
a	0.7	70	2	0	2	1	S
-	0.7	70	2	0	2	1	S
+	0.705	70	1	4	2	4	S
+	0.705	70	2	0	1	3	S
-	0.705	70	2	0	1	3	S
-	0.705	70	1	4	2	4	S
-	0.705	0	2	0	3	0	S
+	0.71	0	2	0	3	0	S
r	0.71	0	1	4	4	4	S
r	0.71	0	2	0	0	0	S
a	0.71	71	1	4	1	2	S
-	0.71	71	1	4	1	2	S
a	0.71	71	2	0	2	1	S
-	0.71	71	2	0	2	1	S
+	0.715	71	1	4	2	4	S
+	0.715	71	2	0	1	3	S
-	0.715	71	2	0	1	3	S
-	0.715	71	1	4	2	4	S
-	0.715	0	2	0	3	0	S
+	0.72	0	2	0	3	0	S
r	0.72	0	1	4	4	4	S
r	0.72	0	2	0	0	0	S
a	0.72	72	1	4	1	2	S
-	0.72	72	1	4	1	2	S
a	0.72	72	2	0	2	1	S
-	0.72	72	2	0	2	1	S
+	0.725	72	1	4	2	4	S
+	0.725	72	2	0	1	3	S
-	0.725	72	2	0	1	3	S
-	0.725	72	1	4	2	4	S
-	0.725	0	2	0	3	0	S
+	0.73	0	2	0	3	0	S
r	0.73	0	1	4	4	4	S
r	0.73	0	2	0	0	0	S
a	0.73	73	1	4	1	2	S
-	0.73	73	1	4	1	2	S
a	0.73	73	2	0	2	1	S
-	0.73	73	2	0	2	1	S
+	0.735	73	1	4	2	4	S
+	0.735	73	2	0	1	3	S
-	0.735	73	2	0	1	3	S
-	0.735	73	1	4	2	4	S
-	0.735	0	2	0	3	0	S
+	0.74	0	2	0	3	0	S
r	0.74	0	1	4	4	4	S
r	0.74	0	2	0	0	0	S
a	0.74	74	1	4	1	2	S
-	0.74	74	1	4	1	2	S
a	0.74	74	2	0	2	1	S
-	0.74	74	2	0	2	1	S
+	0.745	74	1	4	2	4	S
+	0.745	74	2	0	1	3	S
-	0.745	74	2	0	1	3	S
-	0.745	74	1	4	2	4	S
-	0.745	0	2	0	3	0	S
+	0.75	0	2	0	3	0	S
r	0.75	0	1	4	4	4	S
r	0.75	0	2	0	0	0	S
a	0.75	75	1	4	1	2	S
-	0.75	75	1	4	1	2	S
a	0.75	75	2	0	2	1	S
-	0.75	75	2	0	2	1	S
+	0.755	75	1	4	2	4	S
+	0.755	75	2	0	1	3	S
-	0.755	75	2	0	1	3	S
-	0.755	75	1	4	2	4	S
-	0.755	0	2	0	3	0	S
+	0.76	0	2	0	3	0	S
r	0.76	0	1	4	4	4	S
r	0.76	0	2	0	0	0	S
a	0.76	76	1	4	1	2	S
-	0.76	76	1	4	1	2	S
a	0.76	76	2	0	2	1	S
-	0.76	76	2	0	2	1	S
+	0.765	76	1	4	2	4	S
+	0.765	76	2	0	1	3	S
-	0.765	76	2	0	1	3	S
-	0.765	76	1	4	2	4	S
-	0.765	0	2	0	3	0	S
+	0.77	0	2	0	3	0	S
r	0.77	0	1	4	4	4	S
r	0.77	0	2	0	0	0	S
a	0.77	77	1	4	1	2	S
-	0.77	77	1	4	1	2	S
a	0.77	77	2	0	2	1	S
-	0.77	77	2	0	2	1	S
+	0.775	77	1	4	2	4	S
+	0.775	77	2	0	1	3	S
-	0.775	77	2	0	1	3	S
-	0.775	77	1	4	2	4	S
-	0.775	0	2	0	3	0	S
+	0.78	0	2	0	3	0	S
r	0.78	0	1	4	4	4	S
r	0.78	0	2	0	0	0	S
a	0.78	78	1	4	1	2	S
-	0.78	78	1	4	1	2	S
a	0.78	78	2	0	2	1	S
-	0.78	78	2	0	2	1	S
+	0.785	78	1	4	2	4	S
+	0.785	78	2	0	1	3	S
-	0.785	78	2	0	1	3	S
-	0.785	78	1	4	2	4	S
-	0.785	0	2	0	3	0	S
+	0.79	0	2	0	3	0	S
r	0.79	0	1	4	4	4	S
r	0.79	0	2	0	0	0	S
a	0.79	79	1	4	1	2	S
-	0.79	79	1	4	1	2	S
a	0.79	79	2	0	2	1	S
-	0.79	79	2	0	2	1	S
+	0.795	79	1	4	2	4	S
+	0.795	79	2	0	1	3	S
-	0.795	79	2	0	1	3	S
-	0.795	79	1	4	2	4	S
-	0.795	0	2	0	3	0	S
+	0.8	0	2	0	3	0	S
r	0.8	0	1	4	4	4	S
r	0.8	0	2	0	0	0	S
a	0.8	80	1	4	1	2	S
-	0.8	80	1	4	1	2	S
a	0.8	80	2	0	2	1	S
-	0.8	80	2	0	2	1	S
+	0.805	80	1	4	2	4	S
+	0.805	80	2	0	1	3	S
-	0.805	80	2	0	1	3	S
-	0.805	80	1	4	2	4	S
-	0.805	0	2	0	3	0	S
+	0.81	0	2	0	3	0	S
r	0.81	0	1	4	4	4	S
r	0.81	0	2	0	0	0	S
a	0.81	81	1	4	1	2	S
-	0.81	81	1	4	1	2	S
a	0.81	81	2	0	2	1	S
-	0.81	81	2	0	2	1	S
+	0.815	81	1	4	2	4	S
+	0.815	81	2	0	1	3	S
-	0.815	81	2	0	1	3	S
-	0.815	81	1	4	2	4	S
-	0.815	0	2	0	3	0	S
+	0.82	0	2	0	3	0	S
r	0.82	0	1	4	4	4	S
r	0.82	0	2	0	0	0	S
a	0.82	82	1	4	1	2	S
-	0.82	82	1	4	1	2	S
a	0.82	82	2	0	2	1	S
-	0.82	82	2	0	2	1	S
+	0.825	82	1	4	2	4	S
+	0.825	82	2	0	1	3	S
-	0.825	82	2	0	1	3	S
-	0.825	82	1	4	2	4	S
-	0.825	0	2	0	3	0	S
+	0.83	0	2	0	3	0	S
r	0.83	0	1	4	4	4	S
r	0.83	0	2	0	0	0	S
a	0.83	83	1	4	1	2	S
-	0.83	83	1	4	1	2	S
a	0.83	83	2	0	2	1	S
-	0.83	83	2	0	2	1	S
+	0.835	83	1	4	2	4	S
+	0.835	83	2	0	1	3	S
-	0.835	83	2	0	1	3	S
-	0.835	83	1	4	2	4	S
-	0.835	0	2	0	3	0	S
+	0.84	0	2	0	3	0	S
r	0.84	0	1	4	4	4	S
r	0.84	0	2	0	0	0	S
a	0.84	84	1	4	1	2	S
-	0.84	84	1	4	1	2	S
a	0.84	84	2	0	2	1	S
-	0.84	84	2	0	2	1	S
+	0.845	84	1	4	2	4	S
+	0.845	84	2	0	1	3	S
-	0.845	84	2	0	1	3	S
-	0.845	84	1	4	2	4	S
-	0.845	0	2	0	3	0	S
+	0.85	0	2	0	3	0	S
r	0.85	0	1	4	4	4	S
r	0.85	0	2	0	0	0	S
a	0.85	85	1	4	1	2	S
-	0.85	85	1	4	1	2	S
a	0.85	85	2	0	2	1	S
-	0.85	85	2	0	2	1	S
+	0.855	85	1	4	2	4	S
+	0.855	85	2	0	1	3	S
-	0.855	85	2	0	1	3	S
-	0.855	85	1	4	2	4	S
-	0.855	0	2	0	3	0	S
+	0.86	0	2	0	3	0	S
r	0.86	0	1	4	4	4	S
r	0.86	0	2	0	0	0	S
a	0.86	86	1	4	1	2	S
-	0.86	86	1	4	1	2	S
a	0.86	86	2	0	2	1	S
-	0.86	86	2	0	2	1	S
+	0.865	86	1	4	2	4	S
+	0.865	86	2	0	1	3	S
-	0.865	86	2	0	1	3	S
-	0.865	86	1	4	2	4	S
-	0.865	0	2	0	3	0	S
+	0.87	0	2	0	3	0	S
r	0.87	0	1	4	4	4	S
r	0.87	0	2	0	0	0	S
a	0.87	87	1	4	1	2	S
-	0.87	87	1	4	1	2	S
a	0.87	87	2	0	2	1	S
-	0.87	87	2	0	2	1	S
+	0.875	87	1	4	2	4	S
+	0.875	87	2	0	1	3	S
-	0.875	87	2	0	1	3	S
-	0.875	87	1	4	2	4	S
-	0.875	0	2	0	3	0	S
+	0.88	0	2	0	3	0	S
r	0.88	0	1	4	4	4	S
r	0.88	0	2	0	0	0	S
a	0.88	88	1	4	1	2	S
-	0.88	88	1	4	1	2	S
a	0.88	88	2	0	2	1	S
-	0.88	88	2	0	2	1	S
+	0.885	88	1	4	2	4	S
+	0.885	88	2	0	1	3	S
-	0.885	88	2	0	1	3	S
-	0.885	88	1	4	2	4	S
-	0.885	0	2	0	3	0	S
+	0.89	0	2	0	3	0	S
r	0.89	0	1	4	4	4	S
r	0.89	0	2	0	0	0	S
a	0.89	89	1	4	1	2	S
-	0.89	89	1	4	1	2	S
a	0.89	89	2	0	2	1	S
-	0.89	89	2	0	2	1	S
+	0.895	89	1	4	2	4	S
+	0.895	89	2	0	1	3	S
-	0.895	89	2	0	1	3	S
-	0.895	89	1	4	2	4	S
-	0.895	0	2	0	3	0	S
+	0.9	0	2	0	3	0	S
r	0.9	0	1	4	4	4	S
r	0.9	0	2	0	0	0	S
a	0.9	90	1	4	1	2	S
-	0.9	90	1	4	1	2	S
a	0.9	90	2	0	2	1	S
-	0.9	90	2	0	2	1	S
+	0.905	90	1	4	2	4	S
+	0.905	90	2	0	1	3	S
-	0.905	90	2	0	1	3	S
-	0.905	90	1	4	2	4	S
-	0.905	0	2	0	3	0	S
+	0.91	0	2	0	3	0	S
r	0.91	0	1	4	4	4	S
r	0.91	0	2	0	0	0	S
a	0.91	91	1	4	1	2	S
-	0.91	91	1	4	1	2	S
a	0.91	91	2	0	2	1	S
-	0.91	91	2	0	2	1	S
+	0.915	91	1	4	2	4	S
+	0.915	91	2	0	1	3	S
-	0.915	91	2	0	1	3	S
-	0.915	91	1	4	2	4	S
-	0.915	0	2	0	3	0	S
+	0.92	0	2	0	3	0	S
r	0.92	0	1	4	4	4	S
r	0.92	0	2	0	0	0	S
a	0.92	92	1	4	1	2	S
-	0.92	92	1	4	1	2	S
a	0.92	92	2	0	2	1	S
-	0.92	92	2	0	2	1	S
+	0.925	92	1	4	2	4	S
+	0.925	92	2	0	1	3	S
-	0.925	92	2	0	1	3	S
-	0.925	92	1	4	2	4	S
-	0.925	0	2	0	3	0	S
+	0.93	0	2	0	3	0	S
r	0.93	0	1	4	4	4	S
r	0.93	0	2	0	0	0	S
a	0.93	93	1	4	1	2	S
-	0.93	93	1	4	1	2	S
a	0.93	93	2	0	2	1	S
-	0.93	93	2	0	2	1	S
+	0.935	93	1	4	2	4	S
+	0.935	93	2	0	1	3	S
-	0.935	93	2	0	1	3	S
-	0.935	93	1	4	2	4	S
-	0.935	0	2	0	3	0	S
+	0.94	0	2	0	3	0	S
r	0.94	0	1	4	4	4	S
r	0.94	0	2	0	0	0	S
a	0.94	94	1	4	1	2	S
-	0.94	94	1	4	1	2	S
a	0.94	94	2	0	2	1	S
-	0.94	94	2	0	2	1	S
+	0.945	94	1	4	2	4	S
+	0.945	94	2	0	1	3	S
-	0.945	94	2	0	1	3	S
-	0.945	94	1	4	2	4	S
-	0.945	0	2	0	3	0	S
+	0.95	0	2	0	3	0	S
r	0.95	0	1	4	4	4	S
r	0.95	0	2	0	0	0	S
a	0.95	95	1	4	1	2	S
-	0.95	95	1	4	1	2	S
a	0.95	95	2	0	2	1	S
-	0.95	95	2	0	2	1	S
+	0.955	95	1	4	2	4	S
+	0.955	95	2	0	1	3	S
-	0.955	95	2	0	1	3	S
-	0.955	95	1	4	2	4	S
-	0.955	0	2	0	3	0	S
+	0.96	0	2	0	3	0	S
r	0.96	0	1	4	4	4	S
r	0.96	0	2	0	0	0	S
a	0.96	96	1	4	1	2	S
-	0.96	96	1	4	1	2	S
a	0.96	96	2	0	2	1	S
-	0.96	96	2	0	2	1	S
+	0.965	96	1	4	2	4	S
+	0.965	96	2	0	1	3	S
-	0.965	96	2	0	1	3	S
-	0.965	96	1	4	2	4	S
-	0.965	0	2	0	3	0	S
+	0.97	0	2	0	3	0	S
r	0.97	0	1	4	4	4	S
r	0.97	0	2	0	0	0	S
a	0.97	97	1	4	1	2	S
-	0.97	97	1	4	1	2	S
a	0.97	97	2	0	2	1	S
-	0.97	97	2	0	2	1	S
+	0.975	97	1	4	2	4	S
+	0.975	97	2	0	1	3	S
-	0.975	97	2	0	1	3	S
-	0.975	97	1	4	2	4	S
-	0.975	0	2	0	3	0	S
+	0.98	0	2	0	3	0	S
r	0.98	0	1	4	4	4	S
r	0.98	0	2	0	0	0	S
a	0.98	98	1	4	1	2	S
-	0.98	98	1	4	1	2	S
a	0.98	98	2	0	2	1	S
-	0.98	98	2	0	2	1	S
+	0.985	98	1	4	2	4	S
+	0.985	98	2	0	1	3	S
-	0.985	98	2	0	1	3	S
-	0.985	98	1	4	2	4	S
-	0.985	0	2	0	3	0	S
+	0.99	0	2	0	3	0	S
r	0.99	0	1	4	4	4	S
r	0.99	0	2	0	0	0	S
a	0.99	99	1	4	1	2	S
-	0.99	99	1	4	1	2	S
a	0.99	99	2	0	2	1	S
-	0.99	99	2	0	2	1	S
+	0.995	99	1	4	2	4	S
+	0.995	99	2	0	1	3	S
-	0.995	99	2	0	1	3	S
-	0.995	99	1	4	2	4	S
-	0.995	0	2	0	3	0	S
+	1	0	2	0	3	0	S
r	1	0	1	4	4	4	S
r	1	0	2	0	0	0	S
a	1	100	1	4	1	2	S
-	1	100	1	4	1	2	S
a	1	100	2	0	2	1	S
-	1	100	2	0	2	1	S
+	1.005	100	1	4	2	4	S
+	1.005	100	2	0	1	3	S
-	1.005	100	2	0	1	3	S
-	1.005	100	1	4	2	4	S
-	1.005	0	2	0	3	0	S
+	1.01	0	2	0	3	0	S
r	1.01	0	1	4	4	4	S
r	1.01	0	2	0	0	0	S
a	1.01	101	1	4	1	2	S
-	1.01	101	1	4	1	2	S
a	1.01	101	2	0	2	1	S
-	1.01	101	2	0	2	1	S
+	1.015	101	1	4	2	4	S
+	1.015	101	2	0	1	3	S
-	1.015	101	2	0	1	3	S
-	1.015	101	1	4	2	4	S
-	1.015	0	2	0	3	0	S
+	1.02	0	2	0	3	0	S
r	1.02	0	1	4	4	4	S
r	1.02	0	2	0	0	0	S
a	1.02	102	1	4	1	2	S
-	1.02	102	1	4	1	2	S
a	1.02	102	2	0	2	1	S
-	1.02	102	2	0	2	1	S
+	1.025	102	1	4	2	4	S
+	1.025	102	2	0	1	3	S
-	1.025	102	2	0	1	3	S
-	1.025	102	1	4	2	4	S
-	1.025	0	2	0	3	0	S
+	1.03	0	2	0	3	0	S
r	1.03	0	1	4	4	4	S
r	1.03	0	2	0	0	0	S
a	1.03	103	1	4	1	2	S
-	1.03	103	1	4	1	2	S
a	1.03	103	2	0	2	1	S
-	1.03	103	2	0	2	1	S
+	1.035	103	1	4	2	4	S
+	1.035	103	2	0	1	3	S
-	1.035	103	2	0	1	3	S
-	1.035	103	1	4	2	4	S
-	1.035	0	2	0	3	0	S
+	1.04	0	2	0	3	0	S
r	1.04	0	1	4	4	4	S
r	1.04	0	2	0	0	0	S
a	1.04	104	1	4	1	2	S
-	1.04	104	1	4	1	2	S
a	1.04	104	2	0	2	1	S
-	1.04	104	2	0	2	1	S
+	1.045	104	1	4	2	4	S
+	1.045	104	2	0	1	3	S
-	1.045	104	2	0	1	3	S
-	1.045	104	1	4	2	4	S
-	1.045	0	2	0	3	0	S
+	1.05	0	2	0	3	0	S
r	1.05	0	1	4	4	4	S
r	1.05	0	2	0	0	0	S
a	1.05	105	1	4	1	2	S
-	1.05	105	1	4	1	2	S
a	1.05	105	2	0	2	1	S
-	1.05	105	2	0	2	1	S
+	1.055	105	1	4	2	4	S
+	1.055	105	2	0	1	3	S
-	1.055	105	2	0	1	3	S
-	1.055	105	1	4	2	4	S
-	1.055	0	2	0	3	0	S
+	1.06	0	2	0	3	0	S
r	1.06	0	1	4	4	4	S
r	1.06	0	2	0	0	0	S
a	1.06	106	1	4	1	2	S
-	1.06	106	1	4	1	2	S
a	1.06	106	2	0	2	1	S
-	1.06	106	2	0	2	1	S
+	1.065	106	1	4	2	4	S
+	1.065	106	2	0	1	3	S
-	1.065	106	2	0	1	3	S
-	1.065	106	1	4	2	4	S
-	1.065	0	2	0	3	0	S
+	1.07	0	2	0	3	0	S
r	1.07	0	1	4	4	4	S
r	1.07	0	2	0	0	0	S
a	1.07	107	1	4	1	2	S
-	1.07	107	1	4	1	2	S
a	1.07	107	2	0	2	1	S
-	1.07	107	2	0	2	1	S
+	1.075	107	1	4	2	4	S
+	1.075	107	2	0	1	3	S
-	1.075	107	2	0	1	3	S
-	1.075	107	1	4	2	4	S
-	1.075	0	2	0	3	0	S
+	1.08	0	2	0	3	0	S
r	1.08	0	1	4	4	4	S
r	1.08	0	2	0	0	0	S
a	1.08	108	1	4	1	2	S
-	1.08	108	1	4	1	2	S
a	1.08	108	2	0	2	1	S
-	1.08	108	2	0	2	1	S
+	1.085	108	1	4	2	4	S
+	1.085	108	2	0	1	3	S
-	1.085	108	2	0	1	3	S
-	1.085	108	1	4	2	4	S
-	1.085	0	2	0	3	0	S
+	1.09	0	2	0	3	0	S
r	1.09	0	1	4	4	4	S
r	1.09	0	2	0	0	0	S
a	1.09	109	1	4	1	2	S
-	1.09	109	1	4	1	2	S
a	1.09	109	2	0	2	1	S
-	1.09	109	2	0	2	1	S
+	1.095	109	1	4	2	4	S
+	1.095	109	2	0	1	3	S
-	1.095	109	2	0	1	3	S
-	1.095	109	1	4	2	4	S
-	1.095	0	2	0	3	0	S
+	1.1	0	2	0	3	0	S
r	1.1	0	1	4	4	4	S
r	1.1	0	2	0	0	0	S
a	1.1	110	1	4	1	2	S
-	1.1	110	1	4	1	2	S
a	1.1	110	2	0	2	1	S
-	1.1	110	2	0	2	1	S
+	1.105	110	1	4	2	4	S
+	1.105	110	2	0	1	3	S
-	1.105	110	2	0	1	3	S
-	1.105	110	1	4	2	4	S
-	1.105	0	2	0	3	0	S
+	1.11	0	2	0	3	0	S
r	1.11	0	1	4	4	4	S
r	1.11	0	2	0	0	0	S
a	1.11	111	1	4	1	2	S
-	1.11	111	1	4	1	2	S
a	1.11	111	2	0	2	1	S
-	1.11	111	2	0	2	1	S
+	1.115	111	1	4	2	4	S
+	1.115	111	2	0	1	3	S
-	1.115	111	2	0	1	3	S
-	1.115	111	1	4	2	4	S
-	1.115	0	2	0	3	0	S
+	1.12	0	2	0	3	0	S
r	1.12	0	1	4	4	4	S
r	1.12	0	2	0	0	0	S
a	1.12	112	1	4	1	2	S
-	1.12	112	1	4	1	2	S
a	1.12	112	2	0	2	1	S
-	1.12	112	2	0	2	1	S
+	1.125	112	1	4	2	4	S
+	1.125	112	2	0	1	3	S
-	1.125	112	2	0	1	3	S
-	1.125	112	1	4	2	4	S
-	1.125	0	2	0	3	0	S
+	1.13	0	2	0	3	0	S
r	1.13	0	1	4	4	4	S
r	1.13	0	2	0	0	0	S
a	1.13	113	1	4	1	2	S
-	1.13	113	1	4	1	2	S
a	1.13	113	2	0	2	1	S
-	1.13	113	2	0	2	1	S
+	1.135	113	1	4	2	4	S
+	1.135	113	2	0	1	3	S
-	1.135	113	2	0	1	3	S
-	1.135	113	1	4	2	4	S
-	1.135	0	2	0	3	0	S
+	1.14	0	2	0	3	0	S
r	1.14	0	1	4	4	4	S
r	1.14	0	2	0	0	0	S
a	1.14	114	1	4	1	2	S
-	1.14	114	1	4	1	2	S
a	1.14	114	2	0	2	1	S
-	1.14	114	2	0	2	1	S
+	1.145	114	1	4	2	4	S
+	1.145	114	2	0	1	3	S
-	1.145	114	2	0	1	3	S
-	1.145	114	1	4	2	4	S
-	1.145	0	2	0	3	0	S
+	1.15	0	2	0	3	0	S
r	1.15	0	1	4	4	4	S
r	1.15	0	2	0	0	0	S
a	1.15	115	1	4	1	2	S
-	1.15	115	1	4	1	2	S
a	1.15	115	2	0	2	1	S
-	1.15	115	2	0	2	1	S
+	1.155	115	1	4	2	4	S
+	1.155	115	2	0	1	3	S
-	1.155	115	2	0	1	3	S
-	1.155	115	1	4	2	4	S
-	1.155	0	2	0	3	0	S
+	1.16	0	2	0	3	0	S
r	1.16	0	1	4	4	4	S
r	1.16	0	2	0	0	0	S
a	1.16	116	1	4	1	2	S
-	1.16	116	1	4	1	2	S
a	1.16	116	2	0	2	1	S
-	1.16	116	2	0	2	1	S
+	1.165	116	1	4	2	4	S
+	1.165	116	2	0	1	3	S
-	1.165	116	2	0	1	3	S
-	1.165	116	1	4	2	4	S
-	1.165	0	2	0	3	0	S
+	1.17	0	2	0	3	0	S
r	1.17	0	1	4	4	4	S
r	1.17	0	2	0	0	0	S
a	1.17	117	1	4	1	2	S
-	1.17	117	1	4	1	2	S
a	1.17	117	2	0	2	1	S
-	1.17	117	2	0	2	1	S
+	1.175	117	1	4	2	4	S
+	1.175	117	2	0	1	3	S
-	1.175	117	2	0	1	3	S
-	1.175	117	1	4	2	4	S
-	1.175	0	2	0	3	0	S
+	1.18	0	2	0	3	0	S
r	1.18	0	1	4	4	4	S
r	1.18	0	2	0	0	0	S
a	1.18	118	1	4	1	2	S
-	1.18	118	1	4	1	2	S
a	1.18	118	2	0	2	1	S
-	1.18	118	2	0	2	1	S
+	1.185	118	1	4	2	4	S
+	1.185	118	2	0	1	3	S
-	1.185	118	2	0	1	3	S
-	1.185	118	1	4	2	4	S
-	1.185	0	2	0	3	0	S
+	1.19	0	2	0	3	0	S
r	1.19	0	1	4	4	4	S
r	1.19	0	2	0	0	0	S
a	1.19	119	1	4	1	2	S
-	1.19	119	1	4	1	2	S
a	1.19	119	2	0	2	1	S
-	1.19	119	2	0	2	1	S
+	1.195	119	1	4	2	4	S
+	1.195	119	2	0	1	3	S
-	1.195	119	2	0	1	3	S
-	1.195	119	1	4	2	4	S
-	1.195	0	2	0	3	0	S
+	1.2	0	2	0	3	0	S
r	1.2	0	1	4	4	4	S
r	1.2	0	2	0	0	0	S
a	1.2	120	1	4	1	2	S
-	1.2	120	1	4	1	2	S
a	1.2	120	2	0	2	1	S
-	1.2	120	2	0	2	1	S
+	1.205	120	1	4	2	4	S
+	1.205	120	2	0	1	3	S
-	1.205	120	2	0	1	3	S
-	1.205	120	1	4	2	4	S
-	1.205	0	2	0	3	0	S
+	1.21	0	2	0	3	0	S
r	1.21	0	1	4	4	4	S
r	1.21	0	2	0	0	0	S
a	1.21	121	1	4	1	2	S
-	1.21	121	1	4	1	2	S
a	1.21	121	2	0	2	1	S
-	1.21	121	2	0	2	1	S
+	1.215	121	1	4	2	4	S
+	1.215	121	2	0	1	3	S
-	1.215	121	2	0	1	3	S
-	1.215	121	1	4	2	4	S
-	1.215	0	2	0	3	0	S
+	1.22	0	2	0	3	0	S
r	1.22	0	1	4	4	4	S
r	1.22	0	2	0	0	0	S
a	1.22	122	1	4	1	2	S
-	1.22	122	1	4	1	2	S
a	1.22	122	2	0	2	1	S
-	1.22	122	2	0	2	1	S
+	1.225	122	1	4	2	4	S
+	1.225	122	2	0	1	3	S
-	1.225	122	2	0	1	3	S
-	1.225	122	1	4	2	4	S
-	1.225	0	2	0	3	0	S
+	1.23	0	2	0	3	0	S
r	1.23	0	1	4	4	4	S
r	1.23	0	2	0	0	0	S
a	1.23	123	1	4	1	2	S
-	1.23	123	1	4	1	2	S
a	1.23	123	2	0	2	1	S
-	1.23	123	2	0	2	1	S
+	1.235	123	1	4	2	4	S
+	1.235	123	2	0	1	3	S
-	1.235	123	2	0	1	3	S
-	1.235	123	1	4	2	4	S
-	1.235	0	2	0	3	0	S
+	1.24	0	2	0	3	0	S
r	1.24	0	1	4	4	4	S
r	1.24	0	2	0	0	0	S
a	1.24	124	1	4	1	2	S
-	1.24	124	1	4	1	2	S
a	1.24	124	2	0	2	1	S
-	1.24	124	2	0	2	1	S
+	1.245	124	1	4	2	4	S
+	1.245	124	2	0	1	3	S
-	1.245	124	2	0	1	3	S
-	1.245	124	1	4	2	4	S
-	1.245	0	2	0	3	0	S
+	1.25	0	2	0	3	0	S
r	1.25	0	1	4	4	4	S
r	1.25	0	2	0	0	0	S
a	1.25	125	1	4	1	2	S
-	1.25	125	1	4	1	2	S
a	1.25	125	2	0	2	1	S
-	1.25	125	2	0	2	1	S
+	1.255	125	1	4	2	4	S
+	1.255	125	2	0	1	3	S
-	1.255	125	2	0	1	3	S
-	1.255	125	1	4	2	4	S
-	1.255	0	2	0	3	0	S
+	1.26	0	2	0	3	0	S
r	1.26	0	1	4	4	4	S
r	1.26	0	2	0	0	0	S
a	1.26	126	1	4	1	2	S
-	1.26	126	1	4	1	2	S
a	1.26	126	2	0	2	1	S
-	1.26	126	2	0	2	1	S
+	1.265	126	1	4	2	4	S
+	1.265	126	2	0	1	3	S
-	1.265	126	2	0	1	3	S
-	1.265	126	1	4	2	4	S
-	1.265	0	2	0	3	0	S
+	1.27	0	2	0	3	0	S
r	1.27	0	1	4	4	4	S
r	1.27	0	2	0	0	0	S
a	1.27	127	1	4	1	2	S
-	1.27	127	1	4	1	2	S
a	1.27	127	2	0	2	1	S
-	1.27	127	2	0	2	1	S
+	1.275	127	1	4	2	4	S
+	1.275	127	2	0	1	3	S
-	1.275	127	2	0	1	3	S
-	1.275	127	1	4	2	4	S
-	1.275	0	2	0	3	0	S
+	1.28	0	2	0	3	0	S
r	1.28	0	1	4	4	4	S
r	1.28	0	2	0	0	0	S
a	1.28	128	1	4	1	2	S
-	1.28	128	1	4	1	2	S
a	1.28	128	2	0	2	1	S
-	1.28	128	2	0	2	1	S
+	1.285	128	1	4	2	4	S
+	1.285	128	2	0	1	3	S
-	1.285	128	2	0	1	3	S
-	1.285	128	1	4	2	4	S
-	1.285	0	2	0	3	0	S
+	1.29	0	2	0	3	0	S
r	1.29	0	1	4	4	4	S
r	1.29	0	2	0	0	0	S
a	1.29	129	1	4	1	2	S
-	1.29	129	1	4	1	2	S
a	1.29	129	2	0	2	1	S
-	1.29	129	2	0	2	1	S
+	1.295	129	1	4	2	4	S
